с/т 69426|11.189 6723 ['сфæлынддзысты', 'дегустацимæ",', 'эстерсунды', 'постытӕ.', 'историимӕ"', 'раздæхтысты', 'сталинградаг,', 'ахастыл', 'бӕстыхӕйттӕн', 'хæстимæ']
л/с/т 21|0.003 16 ['толстыхы', 'алстой', 'толстойы', 'толстых,', 'толстой', 'уæлстолы', 'дӕлстанцы",', 'дӕлстанцы', 'дӕлстанцтӕй', 21]
ж/к 21|0.003 9 ['рыжковджиоты', 'растаможкæйы', 'растаможкæ', 'растаможкæйæн', '"белоснежка', 'рыжков', 21, 'кружкæ', '"растаможкæйы"']
м/с/к 20|0.003 15 ['волоколамскы', 'мск).', 'хуыцаумскуывдтӕ', 'вяземский.', 'мск)', 'омскы', 'мск.', 'мск', '"херувимская', 'омскæй.']
р/з/в 20|0.003 11 ['хæрзвадаттæ', 'хæрзвæткон', 'хӕрзвадат', 'хӕрзвадат,', 'хӕрзвадатдӕр', 'хæрзвадæттæ', 'суперзвезда!"-йы', 20, 'суперзвезда!"', 'хæрзвадат']
тъ/б 20|0.003 6 ['тъбет', 'тъбет,', 'тъбеты', 20, 'тъбеттаг', 'тъбетмӕ']
р/м/дз 20|0.003 15 ['хъармдзинад,', 'ӕрмдзӕф', 'ӕрмдзӕфмӕ.', 'æрмдзæф.', 'ӕрмдзӕф.', 'æрмдзæф?', 'хъармдзинад', 'ӕнӕфсӕрмдзинады', 'хъармдзинад.', 'хæдæфсӕрмдзинад']
ф/т/дз 20|0.003 13 ['бафтдзæн.', 'бафтдзæн', 'бафтдзӕн",', 'æрбафтдзæн', 'афтдзæн', 'бафтдзӕн,', 'бафтдзӕн', 'ӕфтдзысты', 'бафтдзæн",', 20]
з/х 20|0.003 6 ['фыдбылызхæссæг', 'уæлахизхæссæджы', 'уæлахизхæссæг', 20, 'уӕлахизхӕссӕг', 'хорзӕзхӕй']
х/т/т 20|0.003 16 ['фæдыздæхттæй', 'фæдыздæхттæ.', 'фæдыздæхттæ', 'фæдыздæхтты",', 'фӕдыздӕхттӕ', 'ратахттӕ', 'фӕдыздӕхтты,', 'шахтты', 'сгуыхтты', 'фӕдыздӕхтты']
н/с/л 19|0.003 12 ['видеотрансляцийы', 'интернет-трансляцимæ', 'радиотранслятортæй:', 'трансляцитæ', 'трансляци', 'рестранслятор', 19, 'трансляци.', 'трансляцимæ', 'трансляциты']
с/т/хъ 19|0.003 14 ['ӕнӕкуыстхъом', 'хæстхъомдæр', 'хæстхъомдӕр', 'хкуыстхъом', 'куыстхъомдзинадæй', 'хӕстхъом,', 'хæстхъомдзинад,', 'куыстхъом.', 'хæстхъом', 19]
р/г/к 19|0.003 12 ['оргкомитетæй,', 'оргкомитеттӕ', 'оргкомитетæн', 'оргкомитет,', 19, 'оргкомитеттæ', 'оргкомитеттӕ,', 'оргкомитетты', 'оргкомитеттæ,', 'оргкомитеты.']
з/к 19|0.003 14 ['физкультурон-спортивон', 'физкультурӕйы', 'физкультурон', '"скалолазка"-йы', 'зкуц-ы', 'физкультуроны', '(зкуц)', 'фæзкавказы', 19, 'физкультурӕ,']
й/в 19|0.003 14 ['æнцойвадат', 'айвӕзтой', 'æрбайвæзтой', 'тайвайнаг', 'крэйвен.', 'тойво', 'драйв"-æй.', 'æнцойвадæттимæ,', 'тайваны', 'тайванæй']
д/п 18|0.003 15 ['медперсоналæн', 'мидпаддзахадон', 'медперсоналы,', 'медпункт,', 'медпункты', 'медперсонал.', 'медпунктмæ', 18, 'медперсонал', 'медпункты",']
р/с/д 18|0.003 14 ['урсдон,', '"урсдон"-ы', 'урсдурты', '"урсдон"-ы,', 'урсдоны', '"урсдонмæ".', '"урсдоны".', 'урсдурты,', '"урсдон",', 'урсдуры']
ф/к 18|0.003 10 ['офк-ы', 'цыфкалдæй', '(офку)', 'офк-йæ', 'фк', 18, '"цъыфкалæн', 'фк-ы,', 'кафка,', 'кафка']
х/ф/з 18|0.003 4 [18, '(хфз)', 'хфз', 'хфз-ы']
дз/дж 18|0.003 10 ['уадзджытӕ,', 'дугъуадзджытӕй', 'сфыстуадзджыты', 'ногæрлидзджытæ.', 'сфыстуадзджытӕ', 18, 'сфыстуадзджытӕн', 'сфыстуадзджытæ', 'дугъуадзджытӕ', 'сфыстуадзджытыл']
ф/п/с 18|0.003 4 [18, 'фпс-йы', 'фпс-ы', 'фпс']
н/т/г 17|0.003 14 ['рентген,', 'рентгентӕ.', 'рентгенолог,', 'рентгенон', '(рентгенон)', 'рентген-кабинет,', 'регламентгонд.', 17, 'рентгены', 'рентген.']
к/б 17|0.003 10 ['макбет"-ы', 'кикбоксингæй.', 'кикбоксер', 'акбаевы', 'чирикба', 'чирикба.', 17, 'бекбулатов.', 'чирикбайы', 'кикбоксинг.']
в/г/т 17|0.003 10 ['ӕвгтӕй', 'æвгтæ', 'æвгты.сæндуцыны', 'ӕмдзӕвгтӕты', 'æвгты', 'æвгтыл', 17, 'æвгты.', 'æмдзæвгтæ,', 'ӕвгты']
п/т/т 17|0.003 15 ['адепттӕ', 'адепттæ', 'рецепттæн', 'рецепттæм', 'рецепттимӕ', 'адептты', 'рецепттæй.', 'рецæпттæ', 'рецепттӕ', 'адепттӕм']
р/п/р 17|0.003 10 ['сюрпризтæ,', 'фӕфылдӕрпресс-служба', 'сюрпризтимæ,', 'сюрпризтӕй', 17, 'сюрприз,', 'натурпродуктты', 'сюрприз', 'суперприз,', 'сюрпризтæ']
к/с/к/л 16|0.003 2 [16, 'эксклюзивон']
р/т/з 16|0.003 11 ['спортзалæн', 'спортзалты', 'спиртзаводты', 'спортзалӕй', 'спортзалмæ,', 'спортзалы.', 'спиртзаводы', 'спиртзавод,', 16, 'спортзалы']
р/т/р 16|0.003 14 ['портрет,', '"портрет".', 'портреттæ,', 'портретты', 'портретон', 16, 'портреттӕ,', 'портреты,', 'портретов"-ы', 'портреттӕ']
т/к/д 15|0.002 8 ['фæткдæттыны', 'фæткдаруаты', 'фӕткдарӕн', 15, 'фæткдаруатон', 'фӕткдаруатон', 'фӕткдаруат', 'фӕткдаруаты']
гъ/д/г 15|0.002 10 ['ауагъдгонд', 'фæтагъдгонд', 'фӕтагъдгонд', 'рауагъдгонд', 'басыгъдгонд', 15, '"ауагъдгонд', '"басыгъдгонд', 'суæгъдгонд', 'къухӕмдзӕгъдгӕнӕг']
м/къ/л 15|0.002 13 ['цыппæрæмкъласонтæ', 'фӕндзӕмкъласонтӕ', 'фарастæмкъласон', 'фарастæмкъласонтæн', "'мкъласон", 'æмкъласонтæ.', 15, 'æмкъласоны', 'иуæндæсæмкъласонтæн', 'иуæндæсæмкъласонты']
й/с/т/г 15|0.002 5 ['"райстгонд', 'æндæртæ.райстгонд', 15, 'байстгонд', 'райстгонд']
ц/в 15|0.002 9 ['цвета"', 'цветаева', 15, 'цветаевайы', 'цветочекы,', '"цвет', 'цветочекимæ",', '"цвэт"-ы', 'цвета",']
р/гъ/з 15|0.002 4 ['"цыргъзонд', 'цыргъзондты', 'цыргъзонд', 15]
с/с/с 15|0.002 5 ['сссæуын.', 'сссис', 15, 'хусссар', 'хусссарирыстойнаг']
д/т/т 14|0.002 14 ['лӕггӕдттӕн', 'æрсидтт', 'рабадтты.', 'фæсидттæ.', 'уагæдтты', 'рабадттæм.', 'рабадтты', 'инвалидтты', 14, 'сидттæм']
н/д/дз 14|0.002 9 [14, 'сфæлынддзысты', 'фæлынддзысты', 'сфæлынддзæн', 'баууӕнддзӕн.', 'сфӕлынддзысты', '‘нӕрайгонддзинад', 'баууӕнддзысты', 'ӕнамонддзинад']
з/т/ц 14|0.002 4 ['æрæзтцæуæг', 'арæзтцæуæг', 'арӕзтцӕуӕг', 14]
н/п/л 14|0.002 8 ['генпланмæ', 'генплан', 'генпланмӕ', 'айриянплиты', 14, 'мокрушинплиты', 'генпланы', 'генпланимӕ']
т/р/м 14|0.002 9 ['сантиметрмæ', 'театрмæ.', 'петрмæ,', 14, 'театрмӕ', 'литрмӕ', 'километрмæ', 'метрмæ', 'метрмӕ']
с/с/т/в 14|0.002 8 ['искусства",', 'россотрудничесствойы', 'искусству', 14, 'искусство', '"искусство', 'искусство"-йы', 'искусств"-ы']
д/х 14|0.002 13 ['удхӕссӕг', 'ахмедхан', 'фыдхабæрттæм', 'мидхæст', 'мидхӕст', 'фыдхабарыл.', 14, 'æхцондзинадхæссæг', 'удхарӕй', 'удхарæй']
хъ/т 14|0.002 8 ['барахъты', 'исахъты', 14, 'хъайтыхъты', 'хъазахътимӕ', 'сидахъты', 'хъазахъты', 'ирӕттӕ-хъазахъты']
р/т/х 14|0.002 8 ['"ӕртхурон"', 'цæртхуынкъ.', 14, '"ӕртхурон".', 'нартхоры', 'нартхор', 'ӕртхуроны-иу', 'нартхоркæрдæн']
с/т/л 14|0.002 11 ['армрестлингæй', 'армрестлер', 'армрестлингӕй', 'армрестлингæй,', 'куыстлæуды', 'армрестлинга', 'армрестлертæн', 14, 'армрестлингы', 'куыстлæудæй']
с/т/н 14|0.002 11 ['хуссарирыстнойнаг', 'известна', '"уместные"-йы', 'ирыстны', '"уместные"', 14, 'неизвестными"', '"уместные".', 'буревестнике",', '#неизвестныйкавказ-ы']
р/с/т/къ 14|0.002 7 ['центрӕвзӕрсткъам', 'центрæвзæрсткъамимæ', 14, 'центрæвзæрсткъамы', 'центрӕвзӕрсткъамы', '"центрӕвзӕрсткъам', 'центрæвзæрсткъам']
с/с/р 13|0.002 5 ['‘ссрибар', 'сср', 'сср-ы,', 'сср-ы', 13]
б/з 13|0.002 8 ['бзиты', 'абзацæй:', 'бзаты', 'бзарты,', 13, 'бзарты', 'бзыбаг', 'бзыбьмæ.']
р/к/т 13|0.002 13 ['киноочерктæ', 'арктикон', 'фейерверктæ,', 'нарктотикты', 'арктикæйы', 13, 'парктæ', 'фейерверктӕй.', 'цирктæ', '(антарктида).']
с/с/р/ц 13|0.002 4 ['ссрц', 'ссрц-ы,', 13, 'ссрц-ы']
м/ц/х 13|0.002 6 ['къамцхинвайлаг', 'къамцхинвалы', 13, 'мцхетайаг', 'мцхетайы', 'мцхетаг']
х/д/к 13|0.002 6 ['хдк-ы', 13, 'хдк', 'хдк-ӕн', '(хдк)', 'хдк.']
с/чъ 12|0.002 8 ['былысчъилтæ.', 'фæсчъылдымы', 'хайадисджыта,фӕсчъылдымы', 12, 'былысчъил', 'фӕсчъылдым', 'фӕсчъылдымы', 'счъизи']
н/д/к/в 12|0.002 4 ['бæрзондквалификациджын', 'бæрзондквалификацион', 12, 'бӕрзондквалификацион']
т/ц 12|0.002 9 ['констиутцийы.', 'гидрометцентр.', 'хатцӕг.', 'гидрометцентры', 12, 'юститцийы', 'котцы', '(утц)', 'æппæтцæдисон']
т/ч/т 12|0.002 8 ['матчты,', 'матчтæм', 12, 'матчтӕ.', 'матчты",', 'матчтӕ', 'матчтæ', 'матчты']
л/дз/т 12|0.002 10 ['гилдзтæ.', 'æнгуылдзтæ",', 'ӕнгуылдзтыл.', 'ӕнгуылдзтыл', 'æнгуылдзтæ', 'æнгуылдзтыл.', 12, '‘нгуылдзты', 'æнгуылдзты', 'ӕнгуылдзты.']
ц/б 12|0.002 4 ['нацбанчы', 'нацбанк', 12, 'нацбанчы.']
р/м/р 12|0.002 9 ['армрестлингæй', 'армрестлер', 'армрестлингӕй', 'армрестлингæй,', 'армрестлинга', 12, 'армрестлертæн', 'армрестлингы', 'армрестлингæй.']
р/ц/хъ 11|0.002 6 ['къæрцхъусдзинад.', 'къæрцхъус', 'къæрцхъус,', 11, 'къӕрцхъус', 'къæрцхъус",']
гъ/д/ц 11|0.002 3 [11, 'уагъдцӕуӕг', 'уагъдцæуæг']
р/х/г 11|0.002 4 ['хурхгæнæг', 'сырхгуыбын', 11, 'ныппырхгонд']
р/г/т 11|0.002 9 ['хирургты', 11, 'хирургтæй', 'драматургты', 'уыргты,', 'нейрохирургтӕ,', 'драматургтæн', 'хирургтæ', 'драматургтæ']
с/м/т 11|0.002 5 ['уысмтыл,', 'уысмты', 11, 'уысмтæ', 'уысмтӕ.']
р/с/т/в 11|0.002 8 ['"партнерство', '#государствоалания', 'министерство', 'рыцарствæйы', 'государство', 11, 'рыцарства"', 'министерства']
р/гъ/м 11|0.002 7 ['сӕргъмӕ', 'дæргъмæ.', 11, 'аргъмæ', 'дæргъмæ', 'дӕргъмӕ', '"тыргъмӕ']
ч/т 11|0.002 9 ['"что', 'астапковичтыбылты', 11, '"почта', 'мечты"-йы', 'почтӕйы', 'мачты', 'что', '"что?']
м/н/т 11|0.002 7 ['гимнтӕ.', 'гимнтӕ', 11, 'гимнты', 'гимнтӕ,', 'гимнтæ.', 'гимнтæ']
н/дз/т 11|0.002 9 ['цæджындзтæ', 'къахфындзтыл', 'сындзтелы', 'цæджындзтæй', 'фӕндзтыл', 11, 'фæндзтыл.', 'цæджындзтæ,', 'цӕджындзтӕ']
р/къ/л 11|0.002 8 ['хистæркъласонты', 'хистӕркъласонты,', 'хистӕркъласонтӕ.', 11, 'хистӕркъласонтӕ', 'хистæркъласонтæн.', 'хистæркъласонтæ', 'хистӕркъласонты']
д/м/р 11|0.002 4 ['дмр-ы', 11, 'дмр-йы', 'дмр']
й/т/р 10|0.002 2 [10, 'нейтралон']
ф/т/д 10|0.002 5 ['нефтдадзæн', 'нефтдадзӕн', 10, 'нефтдадзæны', 'нефтдадзӕны']
р/т/ф 10|0.002 10 ['портфолио', 10, 'смартфон,', 'смартфонтӕй', 'смартфонтæ', 'смартфонов.', 'смартфонты', 'спортфедерацитæ', 'пъартфел,', 'пъартфелтæ.']
н/к/г 10|0.002 9 ['ленкгӕнӕн', 'æхсæнадон-ленкгæнæн', 'ленкгæнæн', 10, 'ленкгæнджытæн', 'ленкгæнджытæ', 'ленкгæнæджы.', 'ленкгæнынæй', 'ленкгæнæг']
ф/с/б 10|0.002 7 ['фсб-йы', 10, 'уфсб', 'фсб', 'уæрæсейыфсб-йы', 'сӕхгӕнынӕн.фсб', 'уырызмӕг.фсб']
р/д/л 10|0.002 9 ['свердловы,', 'дзырдлæвæрдтæй', 'сурдлимпиӕгтӕ', 10, 'сурдлимпиаг', 'дзырдлӕвӕрдтӕй', 'дзырдлæвæрдтæ",', 'свердловскы,', 'дзырдлæвæрдтæ']
к/д 10|0.002 10 ['нокдаунты', 'анекдоттæ.', 'нокдауны', '"макдональдс"-ы', 'нокдаунӕй.', 10, 'нокдауны,', 'нокдауны.facebookтренер', 'нокдаунты.', 'анекдотимæ,']
ш/п 10|0.002 7 ['шпионаж', 'шпионажы', 'шпагæйæ', 10, 'шпионы', 'шпагины', 'шпионаг']
м/п/р 10|0.002 8 ['импровизацигонд', 'импрессионизмы', 'компромисмӕ', '"агромпромсервис"-ы', 10, 'компрессион', 'компромисс', 'компромисмæ']
